YEAR,MONTH,Date,Transfer Station,COMMODITY,TONS,TRIPS,SECTOR
2011,3,03/10/2011,South Transfer Station,Garbage,12.248646,14,Residential
2011,3,03/12/2011,South Transfer Station,Garbage,0.157795,1,Residential
2011,3,03/13/2011,South Transfer Station,Garbage,0.427248,2,Residential
2011,3,03/14/2011,North Transfer Station,Garbage,158.418803,61,Residential
2011,3,03/14/2011,South Transfer Station,Garbage,275.0765,71,Residential
2011,3,03/14/2011,South Transfer Station,Garbage,10.375504,7,Residential
2011,3,03/18/2011,North Transfer Station,Garbage,177.477263,58,Residential
2011,3,03/18/2011,South Transfer Station,Recycling,0.050907,1,Residential
2011,3,03/18/2011,South Transfer Station,Organics,24.24,6,Residential
2011,3,03/22/2011,South Transfer Station,Garbage,10.818693,10,Residential
2011,3,03/22/2011,North Transfer Station,Organics,87.28,14,Residential
2011,3,03/23/2011,South Transfer Station,Organics,137.62,24,Residential
2011,3,03/24/2011,South Transfer Station,Organics,21.46,4,Residential
2011,3,03/25/2011,South Transfer Station,Garbage,267.425085,61,Residential
2011,3,03/25/2011,South Transfer Station,Recycling,275.608456,69,Residential
2011,3,03/28/2011,South Transfer Station,Recycling,329.615305,79,Residential
2011,3,03/31/2011,North Transfer Station,Garbage,135.426765,50,Residential
2011,4,04/01/2011,South Transfer Station,Recycling,0.0672,1,Residential
2011,4,04/04/2011,South Transfer Station,Organics,191.589682,28,Residential
2011,4,04/05/2011,South Transfer Station,Garbage,13.964059,11,Residential
2011,4,04/05/2011,South Transfer Station,Recycling,0.042081,1,Residential
2011,4,04/06/2011,South Transfer Station,Recycling,0.076601,1,Residential
2011,4,04/06/2011,South Transfer Station,Organics,30.15,9,Residential
2011,4,04/08/2011,South Transfer Station,Garbage,245.096414,53,Residential
2011,4,04/08/2011,South Transfer Station,Organics,125.960254,28,Residential
2011,4,04/11/2011,South Transfer Station,Recycling,320.591417,82,Residential
2011,4,04/11/2011,South Transfer Station,Organics,29.18,5,Residential
2011,4,04/11/2011,South Transfer Station,Organics,204.11931,34,Residential
2011,4,04/14/2011,North Transfer Station,Organics,124.72,19,Residential
2011,4,04/17/2011,South Transfer Station,Garbage,0.88329,2,Residential
2011,4,04/18/2011,North Transfer Station,Organics,152.91,25,Residential
2011,4,04/19/2011,South Transfer Station,Recycling,310.405916,79,Residential
2011,4,04/19/2011,North Transfer Station,Organics,152.96,25,Residential
2011,4,04/20/2011,South Transfer Station,Garbage,8.831479,9,Residential
2011,4,04/21/2011,South Transfer Station,Garbage,6.811901,8,Residential
2011,4,04/21/2011,South Transfer Station,Recycling,285.964685,75,Residential
2011,4,04/24/2011,South Transfer Station,Recycling,2.77172,1,Residential
2011,4,04/24/2011,South Transfer Station,Organics,1.492704,2,Residential
2011,4,04/26/2011,North Transfer Station,Garbage,166.656493,55,Residential
2011,4,04/26/2011,South Transfer Station,Recycling,313.721033,78,Residential
2011,4,04/26/2011,North Transfer Station,Organics,171.8,26,Residential
2011,4,04/28/2011,South Transfer Station,Organics,45.61,8,Residential
2011,4,04/29/2011,South Transfer Station,Organics,39.15,6,Residential
2011,4,04/30/2011,South Transfer Station,Garbage,6.143591,6,Residential
2011,5,05/01/2011,South Transfer Station,Recycling,0.184437,1,Residential
2011,5,05/03/2011,South Transfer Station,Organics,57.41,12,Residential
2011,5,05/04/2011,North Transfer Station,Garbage,133.565332,48,Residential
2011,5,05/04/2011,South Transfer Station,Organics,66.12,14,Residential
2011,5,05/05/2011,South Transfer Station,Organics,85.22,15,Residential
2011,5,05/07/2011,North Transfer Station,Garbage,1.440223,3,Residential
2011,5,05/09/2011,South Transfer Station,Organics,206.915523,38,Residential
2011,5,05/10/2011,North Transfer Station,Garbage,59.253915,23,Residential
2011,5,05/10/2011,South Transfer Station,Garbage,382.592337,91,Residential
2011,5,05/11/2011,South Transfer Station,Organics,139.34,23,Residential
2011,5,05/12/2011,North Transfer Station,Organics,86.73,13,Residential
2011,5,05/14/2011,South Transfer Station,Garbage,0.15732,1,Residential
2011,5,05/14/2011,South Transfer Station,Garbage,4.287643,5,Residential
2011,5,05/14/2011,South Transfer Station,Recycling,1.051239,1,Residential
2011,5,05/15/2011,South Transfer Station,Recycling,2.027509,1,Residential
2011,5,05/16/2011,North Transfer Station,Garbage,84.447213,29,Residential
2011,5,05/18/2011,South Transfer Station,Organics,191.78967,27,Residential
2011,5,05/19/2011,South Transfer Station,Organics,235.836186,35,Residential
2011,5,05/20/2011,South Transfer Station,Garbage,383.745309,93,Residential
2011,5,05/20/2011,South Transfer Station,Recycling,0.055391,1,Residential
2011,5,05/23/2011,North Transfer Station,Garbage,50.553084,27,Residential
2011,5,05/24/2011,South Transfer Station,Garbage,376.270793,90,Residential
2011,5,05/24/2011,South Transfer Station,Recycling,0.043255,1,Residential
2011,5,05/25/2011,South Transfer Station,Recycling,0.038976,1,Residential
2011,5,05/26/2011,South Transfer Station,Organics,122.01,20,Residential
2011,5,05/27/2011,North Transfer Station,Organics,45.63,7,Residential
2011,5,05/29/2011,South Transfer Station,Garbage,1.14369,2,Residential
2011,5,05/31/2011,South Transfer Station,Garbage,365.539742,89,Residential
2011,6,06/04/2011,North Transfer Station,Garbage,1.4134,2,Residential
2011,6,06/04/2011,South Transfer Station,Recycling,2.788699,2,Residential
2011,6,06/09/2011,South Transfer Station,Organics,218.672256,29,Residential
2011,6,06/10/2011,North Transfer Station,Organics,103.23,13,Residential
2011,6,06/11/2011,South Transfer Station,Recycling,0.98126,1,Residential
2011,6,06/14/2011,South Transfer Station,Garbage,394.366308,99,Residential
2011,6,06/14/2011,South Transfer Station,Garbage,8.061188,10,Residential
2011,6,06/14/2011,South Transfer Station,Recycling,327.604051,75,Residential
2011,6,06/14/2011,South Transfer Station,Organics,126.34,22,Residential
2011,6,06/15/2011,South Transfer Station,Garbage,7.724226,9,Residential
2011,6,06/17/2011,South Transfer Station,Garbage,399.506939,95,Residential
2011,6,06/19/2011,South Transfer Station,Garbage,0.604457,2,Residential
2011,6,06/20/2011,North Transfer Station,Organics,85.94,13,Residential
2011,6,06/21/2011,South Transfer Station,Recycling,0.049051,1,Residential
2011,6,06/23/2011,South Transfer Station,Recycling,276.711532,67,Residential
2011,6,06/24/2011,South Transfer Station,Garbage,6.590685,7,Residential
2011,6,06/24/2011,South Transfer Station,Recycling,291.64645,79,Residential
2011,6,06/25/2011,South Transfer Station,Recycling,1.196432,1,Residential
2011,6,06/27/2011,South Transfer Station,Organics,125.59,19,Residential
2011,6,06/28/2011,South Transfer Station,Organics,111.29,17,Residential
2011,6,06/30/2011,North Transfer Station,Organics,123.58,18,Residential
2011,7,07/02/2011,North Transfer Station,Garbage,1.768496,4,Residential
2011,7,07/05/2011,South Transfer Station,Garbage,368.825556,91,Residential
2011,7,07/05/2011,South Transfer Station,Organics,226.99,35,Residential
2011,7,07/06/2011,South Transfer Station,Organics,113.18,19,Residential
2011,7,07/07/2011,South Transfer Station,Garbage,336.85275,80,Residential
2011,7,07/12/2011,South Transfer Station,Organics,213.303946,36,Residential
2011,7,07/14/2011,South Transfer Station,Recycling,288.633557,74,Residential
2011,7,07/15/2011,South Transfer Station,Garbage,7.023082,8,Residential
2011,7,07/15/2011,South Transfer Station,Recycling,302.559162,76,Residential
2011,7,07/20/2011,North Transfer Station,Garbage,59.589069,23,Residential
2011,7,07/20/2011,North Transfer Station,Organics,101.41,16,Residential
2011,7,07/20/2011,South Transfer Station,Organics,128.56412,24,Residential
2011,7,07/21/2011,North Transfer Station,Organics,80.5,13,Residential
2011,7,07/21/2011,South Transfer Station,Organics,56.71,16,Residential
2011,7,07/22/2011,North Transfer Station,Organics,71.16,12,Residential
2011,7,07/23/2011,South Transfer Station,Recycling,3.280418,3,Residential
2011,7,07/25/2011,South Transfer Station,Garbage,342.175578,85,Residential
2011,7,07/25/2011,South Transfer Station,Recycling,320.285314,77,Residential
2011,7,07/26/2011,North Transfer Station,Organics,84.1,14,Residential
2011,7,07/28/2011,South Transfer Station,Recycling,0.053724,1,Residential
2011,7,07/30/2011,South Transfer Station,Recycling,0.074307,1,Residential
2011,8,08/01/2011,South Transfer Station,Garbage,6.92689,7,Residential
2011,8,08/01/2011,North Transfer Station,Organics,80.33,13,Residential
2011,8,08/03/2011,South Transfer Station,Garbage,352.829416,92,Residential
2011,8,08/04/2011,South Transfer Station,Garbage,337.276216,89,Residential
2011,8,08/04/2011,South Transfer Station,Garbage,6.544792,10,Residential
2011,8,08/05/2011,South Transfer Station,Recycling,0.064328,1,Residential
2011,8,08/06/2011,South Transfer Station,Recycling,2.857225,2,Residential
2011,8,08/09/2011,South Transfer Station,Garbage,28.730579,13,Residential
2011,8,08/10/2011,South Transfer Station,Garbage,8.476416,9,Residential
2011,8,08/15/2011,North Transfer Station,Garbage,75.80403,29,Residential
2011,8,08/15/2011,South Transfer Station,Organics,153.891344,26,Residential
2011,8,08/16/2011,South Transfer Station,Garbage,329.699765,85,Residential
2011,8,08/16/2011,South Transfer Station,Recycling,319.451153,76,Residential
2011,8,08/18/2011,South Transfer Station,Recycling,0.047978,1,Residential
2009,11,11/19/2009,South Transfer Station,Organics,163.94736,27,Residential
2009,11,11/21/2009,North Transfer Station,Garbage,-2.050012,7,Residential
2009,11,11/21/2009,South Transfer Station,Garbage,-1.10438,4,Residential
2009,11,11/21/2009,South Transfer Station,Garbage,0.019918,1,Residential
2009,11,11/22/2009,North Transfer Station,Garbage,0.35472,7,Residential
2009,11,11/22/2009,South Transfer Station,Garbage,0.269693,3,Residential
2009,11,11/23/2009,North Transfer Station,Garbage,166.92944,37,Residential
2009,11,11/23/2009,South Transfer Station,Recycling,349.472397,72,Residential
2009,11,11/23/2009,South Transfer Station,Organics,179.84034,22,Residential
2009,11,11/24/2009,South Transfer Station,Organics,30.33,6,Residential
2009,11,11/26/2009,South Transfer Station,Organics,3.56,1,Residential
2009,11,11/27/2009,South Transfer Station,Organics,170.30535,26,Residential
2009,11,11/29/2009,South Transfer Station,Organics,0.024205,1,Residential
2009,12,12/02/2009,North Transfer Station,Garbage,171.429015,42,Residential
2009,12,12/05/2009,South Transfer Station,Garbage,3.352984,6,Residential
2009,12,12/10/2009,South Transfer Station,Garbage,13.911518,14,Residential
2009,12,12/11/2009,South Transfer Station,Recycling,285.775484,65,Residential
2009,12,12/14/2009,South Transfer Station,Organics,22.23,6,Residential
2009,12,12/15/2009,South Transfer Station,Garbage,24.832128,10,Residential
2009,12,12/16/2009,South Transfer Station,Garbage,8.578179,10,Residential
2009,12,12/17/2009,South Transfer Station,Garbage,244.094879,47,Residential
2009,12,12/18/2009,South Transfer Station,Recycling,303.367603,78,Residential
2009,12,12/20/2009,South Transfer Station,Garbage,-0.056392,4,Residential
2009,12,12/21/2009,North Transfer Station,Garbage,164.345844,37,Residential
2009,12,12/21/2009,South Transfer Station,Garbage,246.782447,49,Residential
2009,12,12/21/2009,North Transfer Station,Organics,27.12,10,Residential
2009,12,12/23/2009,South Transfer Station,Organics,74.91512,24,Residential
2009,12,12/25/2009,South Transfer Station,Recycling,50.501026,10,Residential
2009,12,12/27/2009,South Transfer Station,Garbage,0.0105,2,Residential
2009,12,12/28/2009,South Transfer Station,Recycling,361.912634,74,Residential
2009,12,12/29/2009,North Transfer Station,Organics,60.48,13,Residential
2009,12,12/30/2009,South Transfer Station,Garbage,237.285274,46,Residential
2009,12,12/31/2009,South Transfer Station,Garbage,21.159558,12,Residential
2009,12,12/31/2009,North Transfer Station,Organics,55.43,11,Residential
2010,1,01/02/2010,South Transfer Station,Organics,73.38,19,Residential
2010,1,01/03/2010,South Transfer Station,Garbage,9.797395,4,Residential
2010,1,01/06/2010,North Transfer Station,Garbage,170.330631,37,Residential
2010,1,01/07/2010,South Transfer Station,Garbage,7.775765,6,Residential
2010,1,01/10/2010,North Transfer Station,Garbage,0.365835,5,Residential
2010,1,01/11/2010,North Transfer Station,Organics,55.49,11,Residential
2010,1,01/15/2010,South Transfer Station,Organics,67.04,18,Residential
2010,1,01/17/2010,North Transfer Station,Garbage,0.68454,6,Residential
2010,1,01/20/2010,South Transfer Station,Garbage,207.314231,44,Residential
2010,1,01/21/2010,South Transfer Station,Organics,43.79,8,Residential
2010,1,01/22/2010,South Transfer Station,Organics,61.69,16,Residential
2010,1,01/24/2010,North Transfer Station,Garbage,0.414477,2,Residential
2010,1,01/26/2010,North Transfer Station,Garbage,165.700468,39,Residential
2010,1,01/26/2010,South Transfer Station,Garbage,24.739361,13,Residential
2010,1,01/27/2010,South Transfer Station,Recycling,309.621478,70,Residential
2010,1,01/28/2010,South Transfer Station,Garbage,16.026876,9,Residential
2010,1,01/28/2010,South Transfer Station,Organics,34.89,6,Residential
2010,1,01/29/2010,South Transfer Station,Garbage,219.520002,42,Residential
2010,1,01/30/2010,North Transfer Station,Garbage,1.897358,4,Residential
2010,1,01/31/2010,South Transfer Station,Garbage,0.094017,2,Residential
2010,2,02/01/2010,North Transfer Station,Organics,49.09,12,Residential
2010,2,02/05/2010,South Transfer Station,Organics,47,12,Residential
2010,2,02/05/2010,South Transfer Station,Organics,65.52,18,Residential
2010,2,02/06/2010,North Transfer Station,Garbage,1.975816,4,Residential
2010,2,02/09/2010,South Transfer Station,Organics,61.65,10,Residential
2010,2,02/09/2010,South Transfer Station,Organics,122.89,22,Residential
2010,2,02/11/2010,South Transfer Station,Garbage,12.292352,9,Residential
2010,2,02/11/2010,South Transfer Station,Organics,87.77,19,Residential
2010,2,02/12/2010,South Transfer Station,Garbage,261.709303,53,Residential
2010,2,02/16/2010,South Transfer Station,Organics,29.87,6,Residential
2010,2,02/16/2010,South Transfer Station,Organics,110.13,22,Residential
2010,2,02/17/2010,South Transfer Station,Organics,41.51,7,Residential
2010,2,02/19/2010,South Transfer Station,Organics,53.62,11,Residential
2010,2,02/20/2010,North Transfer Station,Garbage,1.818432,3,Residential
2010,2,02/22/2010,South Transfer Station,Garbage,259.321059,53,Residential
2010,2,02/22/2010,South Transfer Station,Recycling,319.012696,73,Residential
2010,2,02/24/2010,South Transfer Station,Organics,70.22,15,Residential
2010,2,02/24/2010,South Transfer Station,Organics,141.32,22,Residential
2010,2,02/25/2010,North Transfer Station,Organics,78.96,16,Residential
2010,2,02/26/2010,South Transfer Station,Organics,65.74,12,Residential
2010,2,02/28/2010,South Transfer Station,Garbage,0.007062,2,Residential
2010,3,03/04/2010,South Transfer Station,Organics,42.53,8,Residential
2010,3,03/05/2010,South Transfer Station,Garbage,256.703004,48,Residential
2010,3,03/06/2010,South Transfer Station,Garbage,0.008358,1,Residential
2010,3,03/10/2010,South Transfer Station,Garbage,29.21899,14,Residential
2010,3,03/12/2010,South Transfer Station,Recycling,278.024607,68,Residential
2010,3,03/13/2010,South Transfer Station,Recycling,1.990994,1,Residential
2010,3,03/15/2010,North Transfer Station,Garbage,168.830265,40,Residential
2010,3,03/15/2010,South Transfer Station,Organics,52.94,11,Residential
2010,3,03/15/2010,South Transfer Station,Organics,118.91,21,Residential
2010,3,03/17/2010,South Transfer Station,Garbage,22.471518,13,Residential
2010,3,03/18/2010,North Transfer Station,Garbage,136.426546,34,Residential
2010,3,03/18/2010,South Transfer Station,Garbage,210.572071,44,Residential
2010,3,03/18/2010,South Transfer Station,Recycling,272.156774,69,Residential
2010,3,03/19/2010,South Transfer Station,Garbage,226.051101,45,Residential
2010,3,03/19/2010,South Transfer Station,Recycling,275.146124,69,Residential
2010,3,03/22/2010,South Transfer Station,Garbage,20.484682,11,Residential
2010,3,03/22/2010,South Transfer Station,Organics,43.61,9,Residential
2010,3,03/23/2010,South Transfer Station,Recycling,313.420844,71,Residential
2010,3,03/25/2010,South Transfer Station,Recycling,287.201213,65,Residential
2010,3,03/25/2010,South Transfer Station,Organics,180.91,23,Residential
2010,3,03/29/2010,North Transfer Station,Organics,119.59,21,Residential
2010,3,03/29/2010,South Transfer Station,Organics,24.56,7,Residential
2010,3,03/29/2010,South Transfer Station,Organics,182.82,25,Residential
2010,3,03/30/2010,North Transfer Station,Garbage,191.26158,53,Residential
2010,3,03/30/2010,South Transfer Station,Garbage,30.773605,37,Residential
2010,4,04/02/2010,South Transfer Station,Garbage,262.074286,56,Residential
2010,4,04/02/2010,South Transfer Station,Garbage,27.323599,31,Residential
2010,4,04/05/2010,North Transfer Station,Organics,86.57,17,Residential
2010,4,04/06/2010,North Transfer Station,Garbage,178.861788,45,Residential
2010,4,04/07/2010,South Transfer Station,Organics,42.04,8,Residential
2010,4,04/08/2010,North Transfer Station,Organics,59.57,10,Residential
2010,4,04/09/2010,South Transfer Station,Garbage,238.297006,48,Residential
2010,4,04/10/2010,South Transfer Station,Garbage,5.065878,20,Residential
2010,4,04/13/2010,North Transfer Station,Organics,133.77,22,Residential
2010,4,04/13/2010,South Transfer Station,Organics,17.83,7,Residential
2010,4,04/14/2010,South Transfer Station,Garbage,25.796367,35,Residential
2010,4,04/14/2010,South Transfer Station,Organics,57.68,13,Residential
2010,4,04/15/2010,South Transfer Station,Garbage,222.872632,49,Residential
2010,4,04/16/2010,South Transfer Station,Garbage,31.470136,29,Residential
2010,4,04/17/2010,South Transfer Station,Garbage,0,2,Residential
2010,4,04/18/2010,South Transfer Station,Garbage,0.481676,3,Residential
2010,4,04/22/2010,South Transfer Station,Organics,12.47,3,Residential
2010,4,04/23/2010,South Transfer Station,Organics,205.161455,30,Residential
2010,4,04/28/2010,South Transfer Station,Organics,235.520059,27,Residential
2010,4,04/30/2010,South Transfer Station,Recycling,273.031097,71,Residential
2010,4,04/30/2010,North Transfer Station,Organics,163.58,25,Residential
2010,5,05/01/2010,South Transfer Station,Organics,1.154896,1,Residential
2010,5,05/02/2010,South Transfer Station,Garbage,0.656258,10,Residential
2010,5,05/03/2010,South Transfer Station,Garbage,244.576175,57,Residential
2010,5,05/03/2010,South Transfer Station,Garbage,13.253258,19,Residential
2010,5,05/03/2010,North Transfer Station,Organics,145.19,22,Residential
2010,5,05/04/2010,South Transfer Station,Recycling,311.445036,73,Residential
2010,5,05/05/2010,South Transfer Station,Garbage,240.938855,54,Residential
2010,5,05/07/2010,North Transfer Station,Organics,122.47,21,Residential
2010,5,05/12/2010,South Transfer Station,Organics,48.6,10,Residential
2010,5,05/13/2010,South Transfer Station,Recycling,283.059114,67,Residential
2010,5,05/14/2010,South Transfer Station,Garbage,269.01596,52,Residential
2010,5,05/14/2010,South Transfer Station,Organics,62.17,13,Residential
2010,5,05/15/2010,South Transfer Station,Recycling,2.48,1,Residential
2010,5,05/16/2010,North Transfer Station,Garbage,0.308115,4,Residential
2010,5,05/16/2010,South Transfer Station,Recycling,2.8,1,Residential
2010,5,05/17/2010,South Transfer Station,Organics,265.679155,37,Residential
2010,5,05/21/2010,South Transfer Station,Garbage,221.829208,41,Residential
2010,5,05/25/2010,North Transfer Station,Organics,191.8,31,Residential
2010,5,05/26/2010,South Transfer Station,Organics,194.056826,29,Residential
2010,5,05/27/2010,South Transfer Station,Organics,177.793716,27,Residential
2010,5,05/31/2010,South Transfer Station,Garbage,251.017837,55,Residential
2010,6,06/02/2010,North Transfer Station,Garbage,196.466503,51,Residential
2010,6,06/02/2010,South Transfer Station,Organics,179.937716,28,Residential
2010,6,06/03/2010,South Transfer Station,Recycling,304.996551,69,Residential
2010,6,06/04/2010,South Transfer Station,Garbage,254.692403,46,Residential
2010,6,06/06/2010,South Transfer Station,Organics,1.2573,1,Residential
2010,6,06/07/2010,South Transfer Station,Recycling,336.7926,76,Residential
2010,6,06/08/2010,South Transfer Station,Garbage,246.504668,48,Residential
2010,6,06/09/2010,North Transfer Station,Organics,213.75,30,Residential
2010,6,06/10/2010,South Transfer Station,Garbage,213.98992,41,Residential
2010,6,06/11/2010,North Transfer Station,Garbage,209.21561,62,Residential
2010,6,06/11/2010,South Transfer Station,Recycling,287.383147,67,Residential
2010,6,06/13/2010,North Transfer Station,Garbage,0.317364,4,Residential
2010,6,06/19/2010,North Transfer Station,Garbage,0,8,Residential
2010,6,06/20/2010,South Transfer Station,Garbage,0.389516,8,Residential
2010,6,06/20/2010,South Transfer Station,Organics,0,1,Residential
2010,6,06/21/2010,South Transfer Station,Garbage,206.027508,49,Residential
2010,6,06/21/2010,North Transfer Station,Organics,127.16,21,Residential
2010,6,06/21/2010,South Transfer Station,Organics,28.37,6,Residential
2010,6,06/22/2010,North Transfer Station,Garbage,196.188167,58,Residential
2010,6,06/23/2010,South Transfer Station,Organics,44.12,10,Residential
2010,6,06/25/2010,North Transfer Station,Garbage,191.847131,65,Residential
2010,6,06/26/2010,South Transfer Station,Garbage,6.26738,18,Residential
2010,6,06/27/2010,North Transfer Station,Garbage,0.22392,2,Residential
2010,6,06/28/2010,North Transfer Station,Garbage,213.888771,59,Residential
2010,6,06/28/2010,North Transfer Station,Organics,207.02,28,Residential
2010,6,06/29/2010,South Transfer Station,Garbage,231.178447,48,Residential
2010,6,06/29/2010,South Transfer Station,Recycling,323.373241,71,Residential
2010,6,06/30/2010,South Transfer Station,Organics,221.698375,31,Residential
2010,7,07/02/2010,South Transfer Station,Garbage,253.00434,54,Residential
2010,7,07/05/2010,South Transfer Station,Recycling,302.163478,71,Residential
2010,7,07/06/2010,South Transfer Station,Garbage,198.358573,42,Residential
2010,7,07/08/2010,South Transfer Station,Garbage,201.158115,40,Residential
2010,7,07/10/2010,North Transfer Station,Garbage,1.189104,10,Residential
2010,7,07/11/2010,South Transfer Station,Recycling,3.069144,1,Residential
2010,7,07/12/2010,South Transfer Station,Recycling,340.820034,75,Residential
2010,7,07/12/2010,South Transfer Station,Organics,226.4615,40,Residential
2010,7,07/16/2010,North Transfer Station,Garbage,163.919685,52,Residential
2010,7,07/16/2010,South Transfer Station,Recycling,293.989997,72,Residential
2010,7,07/17/2010,South Transfer Station,Garbage,0,1,Residential
2010,7,07/18/2010,South Transfer Station,Garbage,0,1,Residential
2010,7,07/19/2010,South Transfer Station,Organics,201.632806,32,Residential
2010,7,07/21/2010,South Transfer Station,Garbage,242.455464,50,Residential
2010,7,07/22/2010,South Transfer Station,Recycling,294.760667,71,Residential
2010,7,07/23/2010,North Transfer Station,Garbage,175.622643,57,Residential
2010,7,07/24/2010,North Transfer Station,Garbage,1.395765,9,Residential
2010,7,07/25/2010,South Transfer Station,Garbage,0,2,Residential
2010,7,07/25/2010,South Transfer Station,Garbage,1.306152,11,Residential
2010,7,07/26/2010,North Transfer Station,Garbage,165.958596,56,Residential
2010,7,07/26/2010,South Transfer Station,Garbage,25.957674,17,Residential
2010,7,07/27/2010,South Transfer Station,Garbage,36.845408,30,Residential
2010,7,07/29/2010,South Transfer Station,Organics,15.86,5,Residential
2010,7,07/30/2010,South Transfer Station,Garbage,242.710757,48,Residential
2010,7,07/30/2010,South Transfer Station,Organics,162.853125,29,Residential
2010,7,07/31/2010,South Transfer Station,Garbage,7.685715,18,Residential
2010,8,08/03/2010,North Transfer Station,Organics,99.97,18,Residential
2010,8,08/05/2010,South Transfer Station,Garbage,223.695761,44,Residential
2010,8,08/06/2010,North Transfer Station,Organics,70.6,14,Residential
2010,8,08/06/2010,South Transfer Station,Organics,148.467743,27,Residential
2010,8,08/07/2010,South Transfer Station,Garbage,10.969346,15,Residential
2010,8,08/09/2010,South Transfer Station,Recycling,351.152776,76,Residential
2010,8,08/10/2010,South Transfer Station,Recycling,320.677796,71,Residential
2010,8,08/11/2010,South Transfer Station,Garbage,245.208101,49,Residential
2010,8,08/12/2010,South Transfer Station,Recycling,304.314221,69,Residential
2010,8,08/13/2010,South Transfer Station,Organics,53.03,9,Residential
2010,8,08/15/2010,South Transfer Station,Garbage,0,1,Residential
2010,8,08/16/2010,South Transfer Station,Recycling,322.452174,70,Residential
2010,8,08/18/2010,South Transfer Station,Recycling,310.255842,75,Residential
2010,8,08/21/2010,South Transfer Station,Garbage,3.819021,15,Residential
2010,8,08/22/2010,South Transfer Station,Garbage,2.723653,7,Residential
2010,8,08/24/2010,South Transfer Station,Organics,58.34,10,Residential
2010,8,08/25/2010,North Transfer Station,Organics,77.69,13,Residential
2010,8,08/25/2010,South Transfer Station,Organics,50.89,10,Residential
2010,8,08/27/2010,South Transfer Station,Garbage,17.422696,21,Residential
2010,8,08/28/2010,North Transfer Station,Garbage,1.468044,9,Residential
2010,8,08/30/2010,South Transfer Station,Garbage,255.409414,52,Residential
2010,9,09/01/2010,South Transfer Station,Organics,142.701228,28,Residential
2010,9,09/02/2010,South Transfer Station,Recycling,284.451842,66,Residential
2010,9,09/02/2010,South Transfer Station,Organics,122.51017,21,Residential
2010,9,09/03/2010,North Transfer Station,Organics,90.46,18,Residential
2010,9,09/04/2010,South Transfer Station,Recycling,2.353173,1,Residential
2010,9,09/06/2010,South Transfer Station,Garbage,12.072945,17,Residential
2010,9,09/06/2010,South Transfer Station,Organics,136.98349,27,Residential
2010,9,09/08/2010,South Transfer Station,Organics,168.276833,27,Residential
2010,9,09/09/2010,South Transfer Station,Recycling,293.052477,67,Residential
2010,9,09/09/2010,South Transfer Station,Organics,150.23756,28,Residential
2010,9,09/10/2010,North Transfer Station,Garbage,176.299456,48,Residential
2010,9,09/13/2010,South Transfer Station,Garbage,242.013453,48,Residential
2010,9,09/14/2010,South Transfer Station,Garbage,260.961535,56,Residential
2010,9,09/14/2010,South Transfer Station,Garbage,20.979636,27,Residential
2010,9,09/14/2010,South Transfer Station,Recycling,325.0639,72,Residential
2010,9,09/16/2010,South Transfer Station,Garbage,21.456249,27,Residential
2010,9,09/16/2010,South Transfer Station,Organics,150.024426,24,Residential
2010,9,09/18/2010,South Transfer Station,Garbage,6.237368,19,Residential
2010,9,09/21/2010,South Transfer Station,Recycling,337.390312,71,Residential
2010,9,09/22/2010,South Transfer Station,Recycling,325.471075,71,Residential
2010,9,09/23/2010,South Transfer Station,Organics,23.56,6,Residential
2010,9,09/23/2010,South Transfer Station,Organics,171.095488,27,Residential
2010,9,09/26/2010,South Transfer Station,Recycling,2.4735,1,Residential
2010,9,09/30/2010,North Transfer Station,Organics,112.96,20,Residential
2010,10,10/01/2010,South Transfer Station,Garbage,277.187606,54,Residential
2010,10,10/02/2010,South Transfer Station,Recycling,2.891958,1,Residential
2010,10,10/05/2010,North Transfer Station,Garbage,184.187079,53,Residential
2010,10,10/05/2010,South Transfer Station,Garbage,244.992463,54,Residential
2010,10,10/06/2010,South Transfer Station,Recycling,311.037837,72,Residential
2010,10,10/07/2010,South Transfer Station,Garbage,234.911025,51,Residential
2010,10,10/11/2010,North Transfer Station,Garbage,196.178694,55,Residential
2010,10,10/14/2010,South Transfer Station,Garbage,230.181877,48,Residential
2010,10,10/15/2010,South Transfer Station,Garbage,99.528343,33,Residential
2010,10,10/15/2010,North Transfer Station,Organics,81.47,15,Residential
2010,10,10/17/2010,South Transfer Station,Organics,1.768102,1,Residential
2010,10,10/18/2010,South Transfer Station,Garbage,223.139708,51,Residential
2010,10,10/18/2010,South Transfer Station,Organics,185.09296,26,Residential
2010,10,10/19/2010,South Transfer Station,Garbage,15.471428,19,Residential
2010,10,10/20/2010,South Transfer Station,Garbage,244.726365,53,Residential
2010,10,10/20/2010,South Transfer Station,Organics,170.28852,27,Residential
2010,10,10/22/2010,North Transfer Station,Organics,94.01,16,Residential
2010,10,10/22/2010,South Transfer Station,Organics,153.701902,25,Residential
2010,10,10/23/2010,South Transfer Station,Recycling,2.136455,1,Residential
2010,10,10/24/2010,South Transfer Station,Organics,1.634838,1,Residential
2010,10,10/25/2010,North Transfer Station,Garbage,199.372393,64,Residential
2010,10,10/25/2010,North Transfer Station,Organics,93.06,19,Residential
2010,10,10/25/2010,South Transfer Station,Organics,141.964129,27,Residential
2010,10,10/26/2010,South Transfer Station,Recycling,319.343397,72,Residential
2010,10,10/28/2010,North Transfer Station,Garbage,140.612713,44,Residential
2010,10,10/28/2010,North Transfer Station,Organics,96.83,17,Residential
